customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Renew,CampaignName,Actual Profit,CustomerType
4361-BKAXE,Female,0,No,No,41,Yes,Short term,Yes,114.5,4527.45,Yes,Last Campaign,43,Targeted
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Short term,Yes,90.9,1259,Yes,Last Campaign,43,Targeted
8972-HJWNV,Female,1,Yes,No,7,Yes,Short term,Yes,84.55,646.85,Yes,Last Campaign,43,Targeted
7706-DZNKK,Male,0,No,No,11,Yes,Short term,Yes,20.45,237.3,No,Last Campaign,-7,Targeted
9092-GDZKO,Male,0,No,No,22,Yes,Short term,Yes,24.85,493.4,No,Last Campaign,-7,Targeted
0959-WHOKV,Male,0,No,No,42,Yes,Short term,Yes,99,4298.45,No,Last Campaign,-7,Targeted
5312-TSZVC,Female,0,No,Yes,15,Yes,Short term,No,19.65,270.6,No,Last Campaign,-7,Targeted
1063-DHQJF,Male,0,Yes,Yes,69,Yes,Long term,Yes,92.15,6480.9,No,Last Campaign,-7,Targeted
5934-TSSAU,Female,0,Yes,Yes,23,Yes,Short term,Yes,75.3,1702.9,No,Last Campaign,-7,Targeted
8496-EJAUI,Male,0,No,No,19,Yes,Short term,Yes,73.85,1424.5,Yes,Last Campaign,43,Targeted
0114-IGABW,Female,0,Yes,No,71,No,Long term,No,58.25,4145.9,No,Last Campaign,-7,Targeted
5647-URDKA,Male,0,Yes,Yes,8,Yes,Long term,No,19.7,130.25,No,Last Campaign,-7,Targeted
3462-BJQQA,Female,0,No,No,6,Yes,Short term,Yes,89.75,552.65,No,Last Campaign,-7,Targeted
9309-BZGNT,Male,1,Yes,No,69,No,Short term,Yes,29.8,2134.3,No,Last Campaign,-7,Targeted
1209-VFFOC,Male,0,Yes,Yes,68,No,Long term,Yes,56.4,3948.45,No,Last Campaign,-7,Targeted
7814-LEEVE,Female,0,Yes,No,1,Yes,Short term,Yes,20.3,20.3,No,Last Campaign,-7,Targeted
5567-WSELE,Male,1,Yes,No,3,Yes,Short term,Yes,94.6,279.55,Yes,Last Campaign,43,Targeted
9659-QEQSY,Female,0,No,No,45,Yes,Short term,Yes,115.65,5125.5,No,Last Campaign,-7,Targeted
5624-BQSSA,Female,0,No,No,1,Yes,Short term,No,20.95,20.95,Yes,Last Campaign,43,Targeted
5495-GPSRW,Male,0,No,No,20,Yes,Long term,Yes,19.7,419.4,No,Last Campaign,-7,Targeted
6583-SZVGP,Male,0,No,No,48,Yes,Long term,Yes,108.1,5067.45,No,Last Campaign,-7,Targeted
8904-OPDCK,Male,1,Yes,No,54,No,Short term,Yes,24.95,1364.75,No,Last Campaign,-7,Targeted
0248-IPDFW,Female,0,No,No,1,Yes,Short term,Yes,50.1,50.1,No,Last Campaign,-7,Targeted
1478-VPOAD,Female,0,No,No,1,Yes,Short term,No,43.8,43.8,No,Last Campaign,-7,Targeted
7601-WFVZV,Male,0,No,No,1,Yes,Short term,No,19.55,19.55,No,Last Campaign,-7,Targeted
1622-HSHSF,Female,0,No,No,1,Yes,Short term,Yes,19.55,19.55,No,Last Campaign,-7,Targeted
9938-ZREHM,Female,0,Yes,No,37,Yes,Short term,No,72.1,2658.4,No,Last Campaign,-7,Targeted
9441-QHEVC,Male,0,No,No,1,Yes,Short term,No,19.1,19.1,No,Last Campaign,-7,Targeted
3446-QDSZF,Female,0,No,No,4,Yes,Short term,No,55.5,227.35,No,Last Campaign,-7,Targeted
8277-RVRSV,Female,0,Yes,Yes,33,Yes,Short term,No,24.15,800.3,No,Last Campaign,-7,Targeted
6082-GLJIX,Male,0,No,No,18,Yes,Short term,No,19.25,331.35,No,Last Campaign,-7,Targeted
0742-MOABM,Male,0,Yes,No,4,Yes,Short term,No,50.05,179.35,Yes,Last Campaign,43,Targeted
6922-NCEDI,Male,0,No,Yes,56,Yes,Short term,Yes,21.2,1238.65,No,Last Campaign,-7,Targeted
6893-ODYYE,Male,0,No,No,50,Yes,Short term,Yes,90.1,4549.45,No,Last Campaign,-7,Targeted
7267-FRMJW,Female,0,Yes,Yes,25,Yes,Long term,No,20.1,486.05,No,Last Campaign,-7,Targeted
6286-ZHAOK,Female,0,Yes,Yes,20,Yes,Short term,Yes,25.55,507.4,No,Last Campaign,-7,Targeted
7508-MYBOG,Male,0,Yes,No,14,Yes,Short term,Yes,86.1,1235.55,Yes,Last Campaign,43,Targeted
6388-TABGU,Male,0,No,Yes,62,Yes,Short term,No,56.15,3487.95,No,Last Campaign,-7,Targeted
0420-BWTPW,Male,0,No,Yes,8,No,Short term,No,25.5,215.2,Yes,Last Campaign,43,Targeted
8058-DMYRU,Male,1,No,No,54,Yes,Short term,Yes,90.05,4931.8,No,Last Campaign,-7,Targeted
4111-BNXIF,Female,0,Yes,Yes,67,No,Long term,Yes,59.55,4103.9,No,Last Campaign,-7,Targeted
8050-DVOJX,Male,1,No,No,49,Yes,Long term,No,81.35,4060.9,No,Last Campaign,-7,Targeted
7975-JMZNT,Male,0,Yes,No,66,Yes,Long term,No,91.7,6075.9,No,Last Campaign,-7,Targeted
3384-CTMSF,Male,0,Yes,No,47,Yes,Short term,Yes,104.1,5135.15,No,Last Campaign,-7,Targeted
2782-JEEBU,Male,0,No,No,21,No,Short term,Yes,36,780.15,No,Last Campaign,-7,Targeted
5649-RXQTV,Male,0,No,No,51,Yes,Short term,Yes,99,5038.15,No,Last Campaign,-7,Targeted
4824-GUCBY,Female,1,No,No,22,Yes,Short term,No,81.7,1820.9,No,Last Campaign,-7,Targeted
3896-RCYYE,Female,0,No,No,67,No,Short term,Yes,53.4,3579.15,No,Last Campaign,-7,Targeted
8774-GSBUN,Male,0,Yes,No,72,Yes,Long term,No,25.4,1797.1,No,Last Campaign,-7,Targeted
5338-YHWYT,Male,0,No,Yes,37,Yes,Long term,No,61.45,2302.35,No,Last Campaign,-7,Targeted
4750-UKWJK,Female,1,Yes,No,37,Yes,Short term,No,19.6,727.8,No,Last Campaign,-7,Targeted
1866-RZZQS,Male,1,No,No,41,Yes,Short term,Yes,98.4,4187.75,Yes,Last Campaign,43,Targeted
3943-KDREE,Female,0,No,No,26,Yes,Short term,Yes,74.95,1834.95,Yes,Last Campaign,43,Targeted
2691-NZETQ,Male,0,No,No,9,Yes,Short term,Yes,85.35,758.6,Yes,Last Campaign,43,Targeted
5394-MEITZ,Female,0,Yes,Yes,60,Yes,Long term,Yes,80.6,4946.7,No,Last Campaign,-7,Targeted
4826-XTSOH,Male,1,Yes,No,1,Yes,Short term,Yes,86.05,86.05,Yes,Last Campaign,43,Targeted
2079-FBMZK,Female,0,No,No,6,Yes,Short term,Yes,69.25,418.4,Yes,Last Campaign,43,Targeted
9770-KXGQU,Female,0,No,No,53,Yes,Short term,No,98.6,5311.85,No,Last Campaign,-7,Targeted
3522-CDKHF,Female,0,Yes,No,32,Yes,Short term,Yes,75.5,2324.7,No,Last Campaign,-7,Targeted
8199-ZLLSA,Male,0,No,No,67,Yes,Short term,Yes,118.35,7804.15,Yes,Last Campaign,43,Targeted
7083-YNSKY,Female,0,No,No,15,Yes,Short term,Yes,25.4,399.6,Yes,Last Campaign,43,Targeted
5533-RJFTJ,Male,0,No,No,49,No,Short term,Yes,30.2,1453.1,No,Last Campaign,-7,Targeted
6214-EDAKZ,Female,0,Yes,Yes,22,Yes,Short term,No,55.15,1206.05,Yes,Last Campaign,43,Targeted
8984-EYLLL,Male,0,Yes,No,64,Yes,Long term,Yes,105.25,6823.4,No,Last Campaign,-7,Targeted
3744-ZRRDZ,Male,0,No,No,21,Yes,Short term,Yes,82.35,1852.85,Yes,Last Campaign,43,Targeted
4760-THGOT,Female,0,Yes,No,43,Yes,Short term,Yes,94.1,4107.3,No,Last Campaign,-7,Targeted
7073-QETQY,Male,0,Yes,Yes,66,Yes,Short term,Yes,20.35,1359.5,No,Last Campaign,-7,Targeted
5980-NOPLP,Female,0,Yes,No,44,Yes,Short term,Yes,96.1,4364.1,Yes,Last Campaign,43,Targeted
4749-VFKVB,Female,0,No,No,1,Yes,Short term,Yes,50.1,50.1,Yes,Last Campaign,43,Targeted
8276-MQBYC,Male,1,No,No,51,Yes,Short term,Yes,97.8,4913.3,Yes,Last Campaign,43,Targeted
9518-RWHZL,Female,0,No,No,64,Yes,Short term,Yes,100.05,6254.2,Yes,Last Campaign,43,Targeted
9552-TGUZV,Male,0,Yes,No,8,Yes,Short term,Yes,75,658.1,No,Last Campaign,-7,Targeted
8647-SDTWQ,Male,0,Yes,Yes,57,Yes,Short term,Yes,74.3,4018.35,No,Last Campaign,-7,Targeted
4560-WQAQW,Female,0,No,No,59,Yes,Short term,No,68.7,4070.95,No,Last Campaign,-7,Targeted
9629-NHXFW,Female,0,Yes,Yes,1,Yes,Short term,Yes,19.4,19.4,No,Last Campaign,-7,Targeted
2226-ICFDO,Female,0,Yes,Yes,72,Yes,Long term,Yes,85.9,6110.75,No,Last Campaign,-7,Targeted
2867-UIMSS,Male,0,No,No,1,Yes,Short term,No,80.5,80.5,Yes,Last Campaign,43,Targeted
6814-ZPWFQ,Male,1,No,No,51,Yes,Short term,No,25,1260.7,No,Last Campaign,-7,Targeted
4471-KXAUH,Female,0,Yes,No,42,Yes,Short term,Yes,84.3,3588.4,Yes,Last Campaign,43,Targeted
3090-QFUVD,Female,0,No,No,1,Yes,Short term,No,20.3,20.3,No,Last Campaign,-7,Targeted
6766-HFKLA,Female,0,Yes,No,56,Yes,Long term,No,103.2,5744.35,No,Last Campaign,-7,Targeted
7048-GXDAY,Male,0,No,No,39,Yes,Short term,Yes,106.4,4040.65,No,Last Campaign,-7,Targeted
7471-MQPOS,Male,1,Yes,Yes,71,Yes,Short term,Yes,72.9,5139.65,No,Last Campaign,-7,Targeted
5651-CPDND,Male,0,No,No,10,Yes,Short term,No,46,492.1,No,Last Campaign,-7,Targeted
7586-ZATGZ,Male,0,No,No,40,Yes,Short term,Yes,84.9,3369.05,No,Last Campaign,-7,Targeted
5220-AGAAX,Male,0,Yes,Yes,68,Yes,Long term,Yes,24,1664.3,No,Last Campaign,-7,Targeted
2885-HIJDH,Male,0,Yes,Yes,69,Yes,Long term,No,86.9,6194.1,No,Last Campaign,-7,Targeted
6635-MYYYZ,Female,0,No,No,30,Yes,Short term,No,85.35,2530.4,Yes,Last Campaign,43,Targeted
9617-UDPEU,Female,0,No,No,22,Yes,Short term,Yes,19.25,412.55,No,Last Campaign,-7,Targeted
8465-SBRXP,Male,0,Yes,Yes,38,Yes,Long term,Yes,94.9,3616.25,No,Last Campaign,-7,Targeted
7025-IWFHT,Male,0,No,No,41,Yes,Short term,Yes,89.55,3729.75,No,Last Campaign,-7,Targeted
1848-LBZHY,Female,0,Yes,No,7,Yes,Short term,Yes,50.3,355.1,No,Last Campaign,-7,Targeted
0295-QVKPB,Male,0,No,No,5,Yes,Short term,Yes,63.95,318.1,No,Last Campaign,-7,Targeted
3058-HJCUY,Male,0,Yes,Yes,41,Yes,Short term,Yes,102.6,4213.35,Yes,Last Campaign,43,Targeted
7107-UBYKY,Female,0,Yes,Yes,35,Yes,Short term,Yes,25.75,882.55,No,Last Campaign,-7,Targeted
9866-QEVEE,Male,0,No,No,19,Yes,Short term,Yes,86,1532.45,Yes,Last Campaign,43,Targeted
1506-YJTYT,Male,0,Yes,Yes,45,Yes,Long term,No,73.85,3371,No,Last Campaign,-7,Targeted
9993-LHIEB,Male,0,Yes,Yes,67,Yes,Long term,No,67.85,4627.65,No,Last Campaign,-7,Targeted
3737-XBQDD,Male,0,No,No,24,Yes,Short term,Yes,84.85,2048.8,No,Last Campaign,-7,Targeted
5378-IKEEG,Female,0,No,No,1,No,Short term,Yes,35.75,35.75,Yes,Last Campaign,43,Targeted
2237-ZFSMY,Female,0,No,No,39,Yes,Short term,Yes,95.55,3692.85,Yes,Last Campaign,43,Targeted
2103-ZRXFN,Male,0,No,No,1,Yes,Short term,No,50.75,50.75,No,Last Campaign,-7,Targeted
8190-ZTQFB,Male,0,No,No,41,No,Short term,Yes,51.35,2075.1,No,Last Campaign,-7,Targeted
5198-HQAEN,Male,0,Yes,Yes,35,Yes,Short term,Yes,89.7,3165.6,No,Last Campaign,-7,Targeted
5433-KYGHE,Female,0,No,Yes,14,Yes,Short term,Yes,86,1164.05,No,Last Campaign,-7,Targeted
7572-KPVKK,Male,0,No,Yes,62,Yes,Long term,Yes,104.05,6590.5,No,Last Campaign,-7,Targeted
4402-FTBXC,Male,0,No,No,54,Yes,Short term,No,89.8,4667,No,Last Campaign,-7,Targeted
5149-QYTTU,Female,0,Yes,Yes,71,Yes,Short term,Yes,95.15,6770.85,No,Last Campaign,-7,Targeted
2558-BUOZZ,Male,0,No,No,47,Yes,Short term,No,94.8,4535.85,No,Last Campaign,-7,Targeted
5649-ANRML,Male,1,No,No,2,Yes,Short term,Yes,95.1,180.25,Yes,Last Campaign,43,Targeted
2959-EEXWB,Female,0,Yes,Yes,45,No,Short term,Yes,50.9,2333.85,No,Last Campaign,-7,Targeted
6870-ZWMNX,Male,0,Yes,No,70,Yes,Long term,No,76.1,5264.25,No,Last Campaign,-7,Targeted
1431-AIDJQ,Male,0,Yes,Yes,33,Yes,Long term,No,82.1,2603.1,No,Last Campaign,-7,Targeted
4332-MUOEZ,Male,1,Yes,Yes,20,Yes,Short term,No,94.3,1818.3,No,Last Campaign,-7,Targeted
5451-MHQOF,Male,0,Yes,Yes,56,Yes,Short term,Yes,24.45,1431.65,No,Last Campaign,-7,Targeted
0927-CNGRH,Male,0,No,Yes,1,Yes,Short term,No,19.55,19.55,No,Last Campaign,-7,Targeted
4510-PYUSH,Female,1,No,No,38,Yes,Short term,Yes,57.15,2250.65,Yes,Last Campaign,43,Targeted
9089-UOWJG,Female,0,Yes,Yes,12,Yes,Short term,Yes,58.35,740.55,No,Last Campaign,-7,Targeted
6804-GDMOI,Female,0,No,No,61,Yes,Long term,Yes,106.6,6428.4,Yes,Last Campaign,43,Targeted
5402-HTOTQ,Male,0,No,No,16,Yes,Short term,No,55.3,875.35,No,Last Campaign,-7,Targeted
6379-RXJRQ,Male,0,Yes,No,10,Yes,Short term,Yes,70.1,659.65,Yes,Last Campaign,43,Targeted
2796-UUZZO,Male,0,Yes,Yes,63,Yes,Short term,Yes,80.3,4896.35,No,Last Campaign,-7,Targeted
0784-GTUUK,Male,0,Yes,No,62,Yes,Short term,Yes,23.75,1446.8,No,Last Campaign,-7,Targeted
2239-CFOUJ,Male,0,Yes,Yes,1,Yes,Short term,No,20.4,20.4,No,Last Campaign,-7,Targeted
3173-NVMPX,Female,0,Yes,Yes,9,Yes,Short term,Yes,55.3,501.2,No,Last Campaign,-7,Targeted
2242-MFOTG,Male,0,No,No,33,Yes,Short term,No,80.1,2603.3,No,Last Campaign,-7,Targeted
9798-OPFEM,Female,0,No,No,46,Yes,Long term,Yes,21.1,937.1,No,Last Campaign,-7,Targeted
2636-ALXXZ,Female,1,No,No,1,Yes,Short term,Yes,69.6,69.6,Yes,Last Campaign,43,Targeted
8993-IZEUX,Male,0,No,No,7,Yes,Short term,No,69.15,488.65,No,Last Campaign,-7,Targeted
4013-TLDHQ,Male,0,No,No,19,Yes,Short term,Yes,78.25,1490.95,Yes,Last Campaign,43,Targeted
9767-FFLEM,Male,0,No,No,38,Yes,Short term,Yes,69.5,2625.25,No,Last Campaign,-7,Targeted
0621-CXBKL,Female,0,No,No,53,Yes,Long term,No,18.7,1005.7,No,Last Campaign,-7,Targeted
5266-PFRQK,Male,0,Yes,Yes,52,Yes,Short term,Yes,20.85,1071.6,No,Last Campaign,-7,Targeted
9027-TMATR,Female,0,Yes,No,43,Yes,Long term,Yes,78.8,3460.3,No,Last Campaign,-7,Targeted
0696-UKTOX,Male,0,No,Yes,23,Yes,Short term,No,54.15,1312.45,No,Last Campaign,-7,Targeted
1730-VFMWO,Female,0,Yes,No,34,Yes,Short term,No,50.2,1815.3,No,Last Campaign,-7,Targeted
7593-JNWRU,Male,0,Yes,Yes,6,Yes,Short term,Yes,44.6,260.8,Yes,Last Campaign,43,Targeted
4189-NAKJS,Male,0,No,No,26,Yes,Short term,Yes,51.55,1295.4,No,Last Campaign,-7,Targeted
6319-QSUSR,Female,0,No,Yes,11,Yes,Short term,No,19.7,216.2,No,Last Campaign,-7,Targeted
5294-IMHHT,Male,0,Yes,No,53,Yes,Short term,No,97.75,5043.2,No,Last Campaign,-7,Targeted
7853-WNZSY,Male,0,No,No,1,Yes,Short term,Yes,19.75,19.75,No,Last Campaign,-7,Targeted
7901-HXJVA,Male,0,No,No,14,Yes,Short term,No,76.45,1117.55,No,Last Campaign,-7,Targeted
8595-SIZNC,Female,1,Yes,No,22,Yes,Short term,No,25.6,548.8,No,Last Campaign,-7,Targeted
5130-YPIRV,Female,0,Yes,No,62,Yes,Long term,Yes,72,4284.2,No,Last Campaign,-7,Targeted
7541-YLXCL,Male,0,No,No,36,Yes,Short term,Yes,65.4,2498.4,Yes,Last Campaign,43,Targeted
2612-RRIDN,Male,0,No,No,4,Yes,Short term,Yes,81,340.85,Yes,Last Campaign,43,Targeted
9944-AEXBM,Male,0,No,No,32,Yes,Short term,Yes,85.65,2664.3,No,Last Campaign,-7,Targeted
6701-DHKWQ,Female,0,Yes,Yes,61,No,Long term,No,51.35,3244.4,No,Last Campaign,-7,Targeted
9067-YGSCA,Female,0,No,No,70,Yes,Short term,No,26.05,1856.4,No,Last Campaign,-7,Targeted
2675-OTVVJ,Male,1,Yes,No,31,Yes,Short term,No,89.45,2807.65,No,Last Campaign,-7,Targeted
2977-CEBSX,Female,0,No,No,66,Yes,Long term,Yes,90.05,5965.95,No,Last Campaign,-7,Targeted
3120-FAZKD,Male,0,Yes,Yes,54,Yes,Long term,Yes,24.05,1230.9,No,Last Campaign,-7,Targeted
7721-JXEAW,Male,0,Yes,No,59,No,Short term,Yes,41.05,2452.7,Yes,Last Campaign,43,Targeted
3472-QPRCH,Male,0,Yes,Yes,40,Yes,Long term,No,25.25,1006.9,No,Last Campaign,-7,Targeted
0719-SYFRB,Female,0,No,No,12,Yes,Short term,Yes,61.65,713.75,Yes,Last Campaign,43,Targeted
2162-FRZAA,Male,0,Yes,Yes,63,No,Long term,No,39.35,2395.05,No,Last Campaign,-7,Targeted
5144-PQCDZ,Male,0,No,No,4,Yes,Short term,Yes,19.95,59.25,No,Last Campaign,-7,Targeted
2197-OMWGI,Female,1,Yes,Yes,68,No,Long term,Yes,53,3656.25,No,Last Campaign,-7,Targeted
0484-FFVBJ,Male,0,No,No,32,Yes,Short term,Yes,64.85,2010.95,No,Last Campaign,-7,Targeted
7693-LCKZL,Male,0,Yes,Yes,5,Yes,Short term,Yes,80.15,385,Yes,Last Campaign,43,Targeted
9444-JTXHZ,Male,0,Yes,No,1,Yes,Short term,No,76.2,76.2,Yes,Last Campaign,43,Targeted
3508-VLHCZ,Female,0,Yes,Yes,71,Yes,Long term,Yes,90.55,6239.05,No,Last Campaign,-7,Targeted
0206-OYVOC,Female,0,Yes,Yes,46,Yes,Long term,Yes,19.25,864.2,No,Last Campaign,-7,Targeted
4079-VTGLK,Male,1,Yes,No,30,Yes,Long term,No,74.85,2181.75,No,Last Campaign,-7,Targeted
2812-SFXMJ,Male,0,No,Yes,1,Yes,Short term,No,20.05,20.05,No,Last Campaign,-7,Targeted
5606-AMZBO,Female,0,Yes,No,10,Yes,Short term,Yes,78.15,765.15,No,Last Campaign,-7,Targeted
6584-VQMYT,Male,0,No,Yes,27,Yes,Short term,No,56.2,1567.55,No,Last Campaign,-7,Targeted
7798-JVXYM,Female,0,No,No,14,Yes,Short term,Yes,69.65,921.4,No,Last Campaign,-7,Targeted
7663-CUXZB,Male,0,Yes,No,59,Yes,Long term,No,113.75,6561.25,No,Last Campaign,-7,Targeted
8433-WXGNA,Male,0,No,No,2,Yes,Short term,Yes,75.7,189.2,Yes,Last Campaign,43,Targeted
6828-HMKWP,Male,0,Yes,Yes,12,Yes,Long term,No,21.05,262.05,No,Last Campaign,-7,Targeted
2831-EBWRN,Male,0,No,No,4,Yes,Short term,Yes,45.9,199.75,No,Last Campaign,-7,Targeted
3729-OWRVL,Male,1,No,No,65,Yes,Long term,Yes,110.35,7246.15,No,Last Campaign,-7,Targeted
6645-MXQJT,Male,0,Yes,Yes,2,Yes,Short term,No,97.1,184.15,No,Last Campaign,-7,Targeted
2684-EIWEO,Female,1,No,No,30,Yes,Short term,No,91.7,2758.15,Yes,Last Campaign,43,Targeted
5233-AOZUF,Female,0,Yes,No,29,Yes,Short term,Yes,74.95,2149.05,No,Last Campaign,-7,Targeted
6198-RTPMF,Female,0,Yes,No,17,Yes,Short term,No,92.6,1579.7,No,Last Campaign,-7,Targeted
3580-GICBM,Female,0,Yes,Yes,61,Yes,Long term,Yes,24.2,1445.2,No,Last Campaign,-7,Targeted
2311-QYMUQ,Female,0,Yes,Yes,16,Yes,Short term,Yes,89.45,1430.25,Yes,Last Campaign,43,Targeted
9592-ERDKV,Male,0,Yes,No,37,Yes,Short term,No,79.25,2911.8,No,Last Campaign,-7,Targeted
6464-KEXXH,Male,0,No,No,8,No,Short term,Yes,25.25,186.3,No,Last Campaign,-7,Targeted
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Long term,Yes,24.8,1024.7,No,Last Campaign,-7,Targeted
1784-BXEFA,Female,0,No,No,10,Yes,Short term,Yes,20.55,187.35,No,Last Campaign,-7,Targeted
1262-OPMFY,Female,0,Yes,No,9,Yes,Short term,Yes,75.75,655.9,Yes,Last Campaign,43,Targeted
9972-VAFJJ,Female,1,Yes,No,53,Yes,Short term,Yes,94,4871.45,No,Last Campaign,-7,Targeted
8620-RJPZN,Female,0,No,No,1,Yes,Short term,No,20.7,20.7,No,Last Campaign,-7,Targeted
9522-ZSINC,Male,0,No,No,13,Yes,Short term,Yes,19.95,253.8,No,Last Campaign,-7,Targeted
2188-SXWVT,Female,0,No,No,34,Yes,Short term,No,55,1885.15,No,Last Campaign,-7,Targeted
3486-KHMLI,Male,0,No,Yes,21,Yes,Short term,No,24.7,467.15,No,Last Campaign,-7,Targeted
2920-RNCEZ,Male,0,Yes,Yes,1,Yes,Short term,Yes,69.95,69.95,No,Last Campaign,-7,Targeted
2516-VQRRV,Female,1,No,No,2,Yes,Short term,Yes,75.45,158.4,Yes,Last Campaign,43,Targeted
9646-NMHXE,Male,0,Yes,No,47,Yes,Long term,No,19.65,973.1,No,Last Campaign,-7,Targeted
8749-TZYEC,Male,0,Yes,No,72,Yes,Long term,No,24.8,1874.3,No,Last Campaign,-7,Targeted
9708-KFDBY,Male,0,No,No,1,Yes,Short term,No,20.55,20.55,No,Last Campaign,-7,Targeted
0778-NELLA,Male,0,No,No,9,No,Short term,Yes,34.7,296.1,Yes,Last Campaign,43,Targeted
8676-OOQEJ,Male,0,No,No,4,No,Short term,No,30.5,118.4,No,Last Campaign,-7,Targeted
7730-IUTDZ,Male,0,No,No,43,Yes,Short term,Yes,75.2,3198.6,Yes,Last Campaign,43,Targeted
2351-BKRZW,Female,0,Yes,Yes,43,Yes,Long term,No,75.2,3254.35,No,Last Campaign,-7,Targeted
3292-PBZEJ,Male,1,No,No,11,Yes,Short term,Yes,111.4,1183.05,No,Last Campaign,-7,Targeted
7854-FOKSF,Male,0,No,No,1,No,Short term,No,35.9,35.9,Yes,Last Campaign,43,Targeted
7233-IOQNP,Female,0,Yes,No,43,No,Short term,No,34,1505.35,No,Last Campaign,-7,Targeted
2252-NKNSI,Male,0,No,Yes,52,Yes,Long term,Yes,85.15,4461.85,No,Last Campaign,-7,Targeted
8200-LGKSR,Male,0,Yes,No,71,Yes,Long term,No,83.2,6126.1,No,Last Campaign,-7,Targeted
6308-CQRBU,Female,0,Yes,No,71,Yes,Long term,No,109.25,7707.7,No,Last Campaign,-7,Targeted
0730-KOAVE,Male,0,No,No,30,Yes,Short term,Yes,94.3,2679.7,No,Last Campaign,-7,Targeted
1897-RCFUM,Female,0,Yes,Yes,39,Yes,Short term,Yes,24.2,914.6,No,Last Campaign,-7,Targeted
8909-BOLNL,Male,0,No,No,3,Yes,Short term,No,21.2,52.05,No,Last Campaign,-7,Targeted
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Short term,Yes,75.8,5293.95,Yes,Last Campaign,43,Targeted
6979-ZNSFF,Female,0,No,No,8,Yes,Short term,Yes,87.05,762.1,Yes,Last Campaign,43,Targeted
0626-QXNGV,Female,0,Yes,No,72,Yes,Long term,Yes,24.15,1776.45,No,Last Campaign,-7,Targeted
3863-IUBJR,Male,0,Yes,Yes,12,Yes,Short term,No,53.65,696.35,Yes,Last Campaign,43,Targeted
0536-ACXIP,Female,0,Yes,No,72,Yes,Long term,Yes,109.55,8165.1,No,Last Campaign,-7,Targeted
1032-MAELW,Female,0,Yes,Yes,68,Yes,Short term,Yes,78.45,5333.35,No,Last Campaign,-7,Targeted
6771-XWBDM,Female,0,Yes,No,57,Yes,Short term,Yes,104.5,5921.35,Yes,Last Campaign,43,Targeted
9710-ZUSHQ,Female,1,No,No,37,Yes,Short term,Yes,106.75,4056.75,Yes,Last Campaign,43,Targeted
6876-ADESB,Male,0,No,Yes,1,Yes,Short term,No,48.95,48.95,Yes,Last Campaign,43,Targeted
6777-TGHTM,Female,0,No,No,53,Yes,Short term,Yes,106.95,5785.5,Yes,Last Campaign,43,Targeted
3229-USWAR,Female,0,No,No,34,Yes,Short term,Yes,79.95,2727.3,No,Last Campaign,-7,Targeted
6695-AMZUF,Female,0,Yes,No,70,Yes,Long term,No,86.45,5950.2,No,Last Campaign,-7,Targeted
2988-PLAHS,Female,0,No,No,3,Yes,Short term,Yes,69.95,220.45,No,Last Campaign,-7,Targeted
5032-MIYKT,Female,0,No,No,1,Yes,Short term,Yes,70.7,70.7,No,Last Campaign,-7,Targeted
7587-AOVVU,Male,0,Yes,Yes,27,Yes,Short term,No,100.75,2793.55,No,Last Campaign,-7,Targeted
1448-CYWKC,Female,0,Yes,Yes,58,Yes,Short term,Yes,105.2,6225.4,No,Last Campaign,-7,Targeted
5850-BDWCY,Female,0,No,No,6,Yes,Short term,No,20.2,123.65,No,Last Campaign,-7,Targeted
7503-EPSZW,Female,0,Yes,Yes,64,Yes,Long term,Yes,24.05,1559.15,No,Last Campaign,-7,Targeted
6648-INWPS,Male,0,Yes,Yes,16,Yes,Short term,No,20.15,341.35,No,Last Campaign,-7,Targeted
1328-EUZHC,Female,0,Yes,No,18,Yes,Long term,No,20.1,370.5,No,Last Campaign,-7,Targeted
2122-SZZZD,Male,0,No,No,44,Yes,Short term,No,19.5,835.5,No,Last Campaign,-7,Targeted
4747-LCAQL,Male,0,No,No,25,Yes,Short term,Yes,79,1902,No,Last Campaign,-7,Targeted
3677-TNKIO,Female,0,No,No,14,Yes,Short term,Yes,71,914,Yes,Last Campaign,43,Targeted
2235-ZGKPT,Female,0,Yes,Yes,4,Yes,Short term,No,50.85,239.55,Yes,Last Campaign,43,Targeted
2916-BQZLN,Male,0,No,No,19,Yes,Short term,Yes,84.75,1651.95,No,Last Campaign,-7,Targeted
0999-QXNSA,Male,1,No,Yes,7,Yes,Short term,Yes,45.75,344.2,No,Last Campaign,-7,Targeted
8903-WMRNW,Female,0,Yes,No,15,Yes,Short term,No,101.75,1669.4,No,Last Campaign,-7,Targeted
6979-TNDEU,Female,0,No,No,8,Yes,Short term,No,19.2,156.85,No,Last Campaign,-7,Targeted
4182-BGSIQ,Female,0,Yes,Yes,10,Yes,Short term,Yes,19.8,196.75,No,Last Campaign,-7,Targeted
0531-ZZJWQ,Male,1,Yes,No,55,Yes,Short term,Yes,74,4052.4,No,Last Campaign,-7,Targeted
9110-HSGTV,Female,0,No,No,69,Yes,Long term,Yes,82.45,5555.3,No,Last Campaign,-7,Targeted
